word,valence,arousal
careerist,-0.417,0.667
carefree,0.51,-0.56
careful,0.25,0.076
carefully,0.396,-0.34
carefulness,0.667,-0.75
caregiver,0.667,0.619
caregiving,0.667,-0.37
careless,-0.49,-0.138
carelessly,-0.667,0.542
carelessness,-0.51,-0.036
caress,0.666,-0.164
caresser,0.667,0.667
caret,0.312,-0.196
caretaker,0.428,0.062
caretaking,0.714,0.625
cargo,-0.184,-0.112
caribou,0.124,-0.096
caricature,0.208,-0.254
caricaturist,0.0,0.625
caries,-0.77,0.138
caring,0.27,-0.062
carjack,-0.124,0.364
carjacker,-1.0,0.952
carload,0.167,0.667
carmaker,0.083,0.556
carnage,-0.188,0.2
carnal,-0.166,0.358
carnality,-0.19,0.667
carnally,-0.542,0.667
carnation,0.306,-0.286
carnival,0.854,0.776
carnivore,0.042,0.667
carnivorous,-0.552,0.226
carnivorously,-0.556,0.81
carnivorousness,-0.476,0.056
carol,0.346,-0.176
caroler,1.0,0.667
carols,0.694,-0.16
carotene,0.375,-1.0
carotid,0.0,0.0
carousal,0.467,0.944
carouse,-0.333,1.0
carousel,0.408,0.0
carouser,-0.5,1.0
carp,0.062,-0.352
carpal,-0.102,-0.346
carpark,-0.19,-0.667
carpel,0.0,0.0
carpenter,0.042,0.1
carpentry,0.122,-0.082
carpet,0.04,-0.66
carpetbag,-0.333,-0.571
carpetbagger,-0.667,0.667
carpetbaggery,-0.733,0.667
carpeting,0.084,-0.376
carpool,0.25,0.018
carport,0.0,-0.444
carriage,0.3,0.076
carriageway,0.0,-0.667
carried,-0.02,-0.236
carrier,0.066,0.176
carries,0.0,0.583
carrot,0.0,-0.53
carrousel,0.667,0.714
carry,0.27,-0.24
carryall,0.667,0.095
carrying,0.312,0.114
carryover,0.0,-0.667
carsick,-0.552,0.148
carsickness,-0.75,0.704
cart,0.04,-0.312
carte,0.184,-0.36
cartel,-0.124,-0.212
carter,-0.376,-0.04
cartesian,0.0,-0.037
cartful,0.0,0.25
carthorse,0.0,0.667
cartilage,-0.124,-0.26
cartload,0.0,0.0
cartographer,0.583,0.0
cartographic,-0.02,-0.304
cartographical,0.0,-0.571
cartographically,0.0,-0.667
cartography,0.04,-0.4
carton,-0.428,-0.628
cartoon,0.734,-0.058
cartoonist,0.593,0.625
cartouche,-0.146,-0.084
cartridge,-0.084,0.0
cartwheel,0.667,0.875
cartwright,0.0,0.0
carve,-0.062,-0.114
carved,0.417,-0.333
carver,-0.164,0.0
carving,0.082,-0.112
carwash,0.333,0.667
casa,0.0,-0.833
cascade,0.47,0.018
case,-0.146,-0.45
casebook,0.0,-0.667
cased,0.0,-0.042
casein,-0.06,-0.128
caseload,-0.095,0.667
casement,0.0,-0.625
casework,0.074,0.667
caseworker,0.296,0.667
cash,0.734,0.104
cashable,0.667,0.0
cashback,0.704,0.083
cashbook,0.0,-0.667
cashbox,0.238,0.0
cashew,0.542,0.0
cashier,0.23,-0.174
cashmere,0.306,-0.096
casing,-0.084,-0.346
casino,0.084,0.368
cask,-0.02,-0.204
casket,-0.75,-0.02
casserole,0.14,-0.28
cassette,-0.003,-0.332
cassock,0.19,-0.25
cast,0.116,0.24
castanet,0.476,0.667
castaway,-0.584,0.292
caste,0.02,-0.334
casteless,0.238,-0.667
caster,0.208,0.34
castigate,-0.667,0.905
castigation,-1.0,0.667
castle,0.36,-0.208
castled,0.571,-0.593
castoff,-0.667,-0.619
castor,0.166,-0.326
castrate,-0.646,-0.03
castration,-0.604,0.47
castrator,-0.958,0.708
casual,0.286,-0.552
casually,0.316,-0.42
casualness,0.0,-0.833
casualties,-0.708,0.625
casualty,-0.53,-0.452
cat,0.334,-0.48
catabolic,-0.333,0.667
catabolism,-0.47,0.146
cataclysm,-1.0,1.0
cataclysmal,-1.0,0.952
cataclysmic,-1.0,1.0
cataclysmically,-1.0,1.0
catacomb,-0.714,-0.963
catalog,0.122,-0.558
cataloger,0.333,-0.667
catalogue,0.294,-0.346
cataloguer,0.0,0.667
catalyses,0.667,0.667
catalysis,-0.23,0.118
catalyst,0.208,0.018
catalytic,0.124,0.038
catalytically,0.667,0.722
catalyze,0.667,0.875
catamaran,0.142,0.132
catapult,-0.04,0.66
cataract,-0.188,0.09
catastrophe,-0.708,0.904
catastrophic,-0.858,0.868
catastrophically,-1.0,0.762
catastrophist,-0.667,0.667
catatonia,-0.905,-1.0
catatonic,-0.49,0.0
catcall,-0.667,0.667
catch,0.062,-0.126
catchable,0.333,0.444
catchall,0.0,0.074
catcher,0.306,-0.174
catchiness,0.667,0.667
catching,-0.02,0.576
catchphrase,0.396,-0.154
catchword,0.0,0.074
catchy,0.354,-0.118
catechism,0.312,-0.528
categorical,0.23,-0.116
categorically,0.0,0.0
categories,0.167,-0.75
categorist,0.0,0.667
categorization,0.667,0.63
categorize,0.0,0.593
category,0.142,-0.472
cater,0.604,0.0
caterer,0.1,0.114
caterpillar,-0.078,-0.428
cates,-0.26,-0.212
catfight,-0.667,1.0
catfish,-0.084,-0.326
catharsis,0.667,0.667
cathartic,-0.1,0.02
cathartically,0.905,0.5
cathedral,0.196,-0.34
catheter,-0.328,-0.018
catheterization,-0.667,-0.625
catheterize,-0.476,0.667
cathode,0.0,0.0
catholicism,0.667,-0.593
catholicize,-0.095,0.481
cathouse,-0.346,-0.25
catlike,0.042,0.667
catnap,0.333,-0.905
catnip,-0.122,-0.238
catsup,0.0,0.0
cattail,0.0,-0.778
cattiness,-0.667,0.667
cattish,-0.476,0.667
cattle,0.244,-0.32
cattleman,0.19,0.625
catty,-0.667,0.667
catwalk,0.396,-0.128
caucasian,0.0,0.0
caudal,0.0,-0.15
caught,-0.552,0.06
cauldron,0.02,-0.028
cauliflower,-0.104,-0.49
caulk,-0.266,0.0
causable,0.0,0.0
causal,0.124,-0.266
causality,0.0,-0.244
causally,0.0,0.0
causation,0.124,-0.04
causational,0.0,0.0
causative,0.0,0.667
cause,-0.062,-0.254
caused,-0.312,0.04
causeless,-0.5,-0.778
causeway,-0.094,-0.236
caustic,-0.667,0.667
caustically,-1.0,0.667
causticity,-1.0,0.708
cauterization,-0.381,0.667
cauterize,-0.571,0.778
caution,0.104,0.424
cautionary,0.02,0.082
cautioner,0.0,-0.444
cautious,-0.06,-0.11
cautiously,0.02,-0.224
cautiousness,0.556,-0.63
cavalcade,0.667,0.667
cavalier,0.47,-0.076
cavalierly,0.0,0.625
cavalry,0.334,0.454
cavalryman,0.667,0.667
cave,-0.082,-0.334
caveat,-0.312,0.258
caved,-0.625,-0.667
caveman,-0.53,0.288
cavern,-0.354,-0.28
cavernous,-0.292,0.096
cavernously,-0.333,-1.0
caviar,0.812,-0.212
caving,-0.244,-0.018
cavity,-0.068,-0.23
cavort,0.958,1.0
caw,-0.25,0.815
cayenne,0.23,-0.388
cease,-0.224,-0.5
ceased,-0.625,-0.958
ceasefire,0.084,0.188
ceaseless,-0.244,0.408
ceaselessly,-0.222,1.0
ceaselessness,-0.333,0.667
cedar,0.12,-0.466
cede,-0.45,-0.346
ceiling,0.04,-0.552
celeb,0.583,0.708
celebrant,0.73,0.312
celebrate,0.834,0.714
celebrated,0.75,0.38
celebrating,0.854,0.56
celebration,0.878,0.648
celebrations,0.916,0.588
celebrative,1.0,0.667
celebrator,0.833,1.0
celebratory,0.714,0.306
celebrities,0.619,0.667
celebrity,0.52,0.238
celery,-0.208,-0.706
celestial,0.634,-0.28
celestially,0.625,-0.476
celiac,-0.667,-0.583
celibacy,-0.396,-0.448
celibate,-0.162,-0.226
cell,0.082,-0.25
cellar,0.02,-0.446
cellblock,-0.628,0.14
cellist,0.334,0.0
cellmate,-0.666,0.368
cello,0.27,-0.352
cellophane,0.296,-0.436
cellphone,0.0,0.63
cellular,0.286,-0.204
cellulite,-0.6,-0.232
cellulitis,-0.852,0.476
celluloid,-0.062,-0.12
cellulose,0.0,-1.0
cellulous,0.0,-0.667
celtic,0.286,0.067
cement,0.088,-0.47
cementation,0.185,0.625
cemented,-0.142,-0.236
cementer,0.0,0.667
cemetery,-0.898,0.26
censor,-0.312,-0.448
censorable,-0.667,-0.5
censorial,-0.667,0.667
censorship,-0.48,0.396
censurable,-0.963,0.556
censure,-0.562,0.306
censurer,-0.667,0.625
census,-0.102,-0.422
cent,-0.122,-0.266
centaur,0.389,0.667
centenarian,1.0,-0.667
centenary,0.208,-0.12
centennial,0.166,-0.212
center,0.286,-0.538
centerboard,0.0,0.0
centerfield,0.0,0.708
centerfold,0.142,-0.186
centerline,0.0,-0.667
centermost,0.095,0.0
centerpiece,0.188,-0.584
centerstage,0.667,0.667
centigrade,0.0,0.0
centigram,0.0,-0.81
centimeter,-0.146,-0.44
centipede,-0.408,-0.202
central,0.28,-0.288
centralism,0.0,0.37
centralist,0.0,0.0
centralistic,-0.042,-0.524
centrality,0.142,-0.376
centralization,0.042,-0.12
centralize,0.368,-0.146
centralized,0.667,0.0
centralizer,0.083,0.667
centrally,0.458,-0.44
centre,0.388,-0.194
centric,0.0,0.0
centrically,0.0,0.0
centricity,0.042,-0.5
centrifugal,-0.388,0.302
centrifugally,0.0,0.852
centrifugation,0.0,0.708
centrifuge,-0.01,0.244
centripetal,0.0,0.0
centrism,0.0,-0.583
centrist,0.0,-0.571
centrum,0.0,-0.222
centurial,0.0,0.0
centuries,0.0,-0.667
centurion,0.18,-0.106
century,-0.186,-0.306
ceo,0.19,0.08
cephalic,0.0,0.0
cephalopod,0.0,0.458
ceramic,0.042,-0.49
ceramics,0.146,-0.5
cereal,0.224,-0.588
cereals,0.438,-0.552
cerebella,0.0,0.593
cerebellum,0.185,0.074
cerebral,-0.184,0.018
cerebrally,0.667,-0.571
cerebrospinal,0.0,-0.286
cerebrovascular,-0.667,0.556
cerebrum,0.458,-0.667
ceremonial,0.542,0.08
ceremonialism,0.667,-0.667
ceremonialist,0.667,0.476
ceremonially,0.667,0.667
ceremonies,0.667,-0.667
ceremonious,0.667,-0.625
ceremoniously,0.619,-0.63
ceremoniousness,0.667,-0.625
ceremony,0.52,0.118
certain,0.52,-0.284
certainly,0.167,0.0
certainty,0.562,-0.2
certifiable,0.428,-0.146
certifiably,-0.286,0.0
certificate,0.572,-0.246
certification,0.646,0.07
certified,0.562,-0.156
certifier,0.556,0.0
certify,0.732,-0.2
certitude,0.667,-0.667
cervical,-0.25,-0.174
cervix,-0.142,-0.28
cesarean,-0.381,0.667
cess,-0.146,-0.25
cessation,-0.172,-0.23
cesspit,-0.833,-0.556
cesspool,-0.666,-0.08
chafe,-0.667,0.667
chaff,-0.334,-0.346
chafing,-0.14,-0.17
chagrin,-0.834,0.408
chagrined,-0.776,0.49
chai,0.0,-0.25
chain,-0.244,0.0
chainless,0.571,0.0
chainmail,0.0,0.037
chainsaw,-0.266,0.608
chair,0.124,-0.836
chairlady,0.0,-0.458
chairlift,0.375,0.667
chairman,0.312,0.134
chairmanship,0.667,0.667
chairperson,0.46,0.314
chairwoman,0.438,0.328
chaise,-0.188,-0.302
chakra,0.667,-0.444
chalet,0.306,-0.302
chalice,0.266,-0.428
chaliced,0.5,-0.25
chalk,-0.23,-0.63
chalkboard,0.0,0.0
chalkiness,-0.333,-0.667
chalklike,-0.583,-1.0
chalkstone,-0.048,-1.0
chalky,-0.333,-0.667
challenge,-0.062,0.844
challengeable,-0.222,0.667
challenged,-0.583,0.667
challenger,-0.166,0.51
chamber,0.166,-0.254
chambermaid,0.188,-0.25
chambers,0.084,-0.116
chameleon,-0.02,0.16
chamois,0.0,-0.037
chamomile,0.619,-0.933
champ,0.708,0.508
champagne,0.52,0.2
champion,0.78,0.76
championship,0.666,0.6
champs,1.0,0.667
chance,0.666,0.102
chanceless,-0.667,-0.905
chancellery,0.0,-0.583
chancellor,0.292,0.0
chancellorship,0.667,-0.593
chancery,0.0,-0.619
chandelier,0.23,0.084
chandler,0.02,-0.096
change,0.25,0.15
changeability,-0.042,0.667
changeable,-0.02,-0.04
changeably,-0.125,0.0
changed,0.188,-0.25
changeless,0.0,-1.0
changelessly,0.0,-1.0
changelessness,-0.111,-1.0
changeling,-0.619,0.667
changeover,0.0,0.667
changer,0.166,0.038
changing,0.142,0.138
channel,-0.02,-0.426
chant,0.542,0.396
chanter,0.667,0.667
chaos,-0.866,0.846
chaotic,-0.77,0.694
chaotically,-0.667,0.667
chap,0.1,-0.18
chapeau,0.167,0.0
chapel,0.146,-0.52
chaperon,0.0,0.04
chaperone,0.048,-0.476
chaplain,0.164,-0.26
chapman,0.124,0.058
chapped,-0.667,-0.667
chapping,-0.667,0.667
chaps,-0.3,-0.076
chapter,0.16,-0.384
char,0.108,-0.278
character,0.334,-0.254
characteristic,0.166,-0.344
characteristically,0.056,-0.667
characterization,0.5,0.667
characterize,0.458,-0.058
characterizer,0.0,0.519
characterless,-0.704,-0.667
charade,-0.084,0.1
charbroil,0.611,0.63
charcoal,-0.396,-0.628
chardonnay,0.354,0.134
charge,0.02,0.266
chargeability,0.0,0.619
chargeable,0.102,0.1
charged,0.0,1.0
charger,0.062,-0.164
chariot,0.368,0.1
charioteer,0.083,0.667
charisma,0.876,0.182
charismatic,0.876,0.368
charitable,0.73,-0.24
charitableness,0.875,-0.389
charitably,0.833,-0.333
charities,0.958,-0.542
charity,0.84,-0.432
charlatan,-0.6,0.28
charlatanism,-1.0,0.583
charm,0.833,-0.422
charmed,0.876,0.14
charmer,0.764,0.366
charming,0.917,0.202
charmless,-0.583,-0.519
charred,-0.584,0.352
chart,-0.062,-0.366
charter,0.354,-0.236
chartered,0.138,-0.08
charterer,0.0,0.583
charterhouse,0.37,-0.667
charthouse,0.0,0.0
chartless,-0.667,-0.667
chartreuse,0.0,0.0
chartroom,0.0,0.0
chase,-0.208,0.756
chased,-0.624,0.66
chasm,-0.47,0.158
chassis,-0.188,-0.316
chaste,-0.184,-0.504
chastely,0.667,-0.762
chastened,-0.688,0.16
chasteness,0.63,-0.926
chastise,-0.741,0.667
chastisement,-0.688,0.704
chastiser,-0.619,0.833
chastity,-0.062,-0.216
chat,0.458,-0.2
chatbox,0.333,0.667
chateau,0.23,-0.072
chateaux,0.667,-0.667
chatroom,0.0,0.63
chattel,-0.5,-0.148
chatter,0.12,-0.1
chatterbox,-0.082,0.096
chatterer,-0.333,0.905
chattering,-0.08,0.326
chattily,0.37,0.667
chattiness,0.222,0.667
chatting,0.556,0.63
chatty,0.188,0.096
chauffer,0.0,0.667
chauffeur,0.0,-0.294
chauvinism,-0.667,0.667
chauvinist,-0.38,0.078
chauvinistic,-0.667,0.667
chauvinistically,-0.667,0.63
cheap,0.224,-0.058
cheapen,-0.667,0.208
cheapened,-0.058,0.222
cheaper,-0.156,-0.304
cheapest,-0.292,0.0
cheapish,-0.593,0.0
cheaply,-0.593,0.0
cheapness,-0.667,0.0
cheapo,-0.571,0.0
cheapskate,-0.602,-0.036
cheat,-0.75,0.552
cheatable,-0.667,-0.042
cheater,-0.792,0.84
check,0.046,0.104
checkable,0.722,-0.037
checkbook,0.104,-0.432
checkbox,0.0,0.0
checker,-0.34,-0.166
checkerboard,0.667,-0.048
checkered,-0.082,-0.368
checkers,0.352,-0.098
checkless,0.625,-0.667
checklist,0.122,0.042
checkmark,0.667,-0.042
checkmate,0.334,0.416
checkout,0.194,0.02
checkpoint,0.142,-0.354
checkroom,0.0,-0.625
checkup,0.0,-0.13
cheddar,-0.1,-0.112
cheek,0.34,-0.372
cheekbone,0.542,0.0
cheekily,0.25,0.667
cheekiness,0.333,0.667
cheeks,0.416,-0.352
cheeky,-0.132,0.358
cheep,-0.266,-0.24
cheer,0.876,0.568
cheered,0.75,0.296
cheerer,0.857,0.833
cheerful,0.99,0.228
cheerfully,0.952,0.714
cheerfulness,0.938,0.604
cheerily,0.963,1.0
cheeriness,0.958,0.741
cheering,0.63,0.648
cheerio,1.0,0.619
cheerleader,0.846,0.492
cheerleading,0.396,0.538
cheerless,-0.592,-0.254
cheerlessly,-1.0,-0.963
cheerlessness,-1.0,-1.0
cheers,0.896,0.54
cheery,0.927,0.314
cheese,0.48,-0.44
cheeseboard,0.667,-0.556
cheeseburger,0.604,0.058
cheesecake,0.72,-0.448
cheesecloth,0.0,-0.556
cheesemonger,0.333,0.593
cheesiness,-0.333,0.074
cheesy,-0.06,-0.058
cheetah,-0.062,0.54
chef,0.708,-0.178
chem,0.0,0.519
chemical,-0.326,0.12
chemically,0.0,0.583
chemise,0.06,-0.45
chemist,-0.184,0.15
chemistry,0.25,0.04
chemo,-0.572,0.372
chemosynthesis,0.125,0.292
chemosynthetic,0.0,-0.111
chemotherapeutic,-0.458,0.5
chemotherapist,-0.429,0.583
chemotherapy,-0.674,0.378
cheque,0.396,0.058
cherish,0.792,-0.018
cherisher,1.0,-0.556
cherishing,0.672,-0.24
cherries,0.667,-0.292
cherry,0.376,-0.628
cherub,0.326,-0.32
cherubic,0.963,-0.875
cherubim,0.952,-0.667
chess,0.312,-0.274
chessboard,0.259,-0.444
chessman,0.0,0.519
chessmen,0.333,0.0
chest,0.04,-0.142
chestnut,0.428,-0.58
chesty,-0.333,0.625
cheung,0.0,0.0
chevron,-0.062,-0.062
chew,0.04,-0.02
chewable,0.619,0.296
chewer,-0.333,0.708
chewie,0.259,0.148
chewy,0.25,-0.164
chic,0.74,0.248
chicane,-0.286,-0.08
chick,0.542,0.204
chickadee,0.458,0.593
chicken,0.188,-0.388
chickenfeed,-0.667,0.0
chickenhearted,-0.667,0.222
chickenpox,-0.654,0.124
chickenshit,-1.0,0.667
chickpea,0.286,-0.286
chicks,0.148,0.593
chickweed,0.0,-0.833
chicory,0.0,-0.875
chide,-0.667,0.667
chief,0.04,0.088
chiefdom,0.167,0.519
chiefly,0.2,0.174
chieftain,-0.314,0.058
chieftainship,0.667,-0.519
chiffon,-0.188,-0.54
chihuahua,0.0,0.667
child,0.824,-0.08
childbearing,0.63,0.667
childbirth,0.208,0.722
childcare,0.667,0.667
childhood,0.73,-0.174
childish,0.146,-0.116
childishly,-0.37,0.611
childishness,-0.185,0.667
childless,-0.38,-0.2
childlessness,-0.611,-0.571
childlike,0.312,-0.256
childlikeness,0.667,-0.238
childloss,-0.52,0.142
childminder,0.667,0.625
childproof,1.0,-0.667
childrearing,0.667,0.708
children,0.714,0.076
chile,0.042,0.056
chili,0.184,0.132
chill,0.674,-0.588
chilled,0.042,-0.32
chiller,0.296,-0.792
chillin,0.226,-0.284
chilliness,-0.333,-0.963
chilling,-0.584,0.7
chillness,0.5,-0.952
chilly,-0.342,-0.082
chime,0.146,0.082
chimer,-0.259,0.417
chimera,-0.416,0.164
chimes,0.25,-0.02
chimney,0.166,-0.428
chimp,-0.212,0.176
chimpanzee,0.0,0.266
chin,0.142,-0.38
china,0.122,-0.114
chinaman,-0.875,0.0
chinatown,0.0,0.0
chinaware,0.333,-0.63
chinchilla,-0.04,-0.1
chine,0.122,-0.28
chinless,-0.524,0.0
chinned,0.0,-0.292
chinook,-0.184,-0.006
chinstrap,0.0,0.056
chintz,0.111,-0.792
chintzy,-0.667,-0.556
chip,-0.042,-0.236
chipboard,-0.056,-0.708
chipmaker,0.417,0.593
chipmunk,0.146,0.124
chipotle,0.481,0.296
chipped,-0.333,0.0
chippendale,0.667,0.167
chipper,-0.164,0.176
chipping,-0.292,-0.096
chippy,0.63,0.667
chiropractic,0.619,0.556
chiropractor,-0.16,0.098
chirp,-0.062,0.204
chirper,0.63,0.958
chirpiness,0.857,1.0
chirping,0.0,-0.074
chirpy,0.778,1.0
chisel,-0.062,-0.192
chiseler,-0.142,0.212
chit,-0.02,-0.296
chitchat,0.346,-0.09
chivalric,1.0,0.556
chivalrous,1.0,0.19
chivalrously,0.875,0.238
chivalrousness,0.958,-0.167
chivalry,0.714,-0.24
chive,0.333,-0.25
chlamydia,-0.704,0.0
chlorate,-0.583,0.0
chloric,-0.037,-0.042
chloride,-0.47,-0.226
chlorinate,-0.037,0.667
chlorination,0.667,0.593
chlorinator,-0.067,0.667
chlorine,-0.388,-0.346
chloroform,-0.438,-0.26
chloromethane,-0.375,-0.375
chlorophyll,0.476,0.0
chloroplast,0.0,0.296
chock,0.0,0.333
chocoholic,0.704,0.667
chocolate,0.77,-0.04
choice,0.49,0.04
choir,0.408,-0.404
choirboy,0.667,-0.667
choirmaster,0.667,0.667
choke,-0.666,0.576
choked,-0.667,0.81
chokehold,-0.5,0.262
choker,-0.381,0.63
cholera,-0.96,0.734
choleric,-0.667,1.0
cholesterol,-0.604,0.166
chomp,0.0,0.667
choose,0.23,0.084
chooser,0.667,0.593
choosing,0.438,0.058
choosy,-0.44,0.52
chop,-0.5,0.31
chophouse,0.429,0.583
chopped,-0.133,0.815
chopper,0.188,0.12
choppers,-0.062,0.49
chopping,0.12,0.25
choppy,-0.556,0.625
chops,0.224,-0.16
chopstick,0.0,0.25
chopsticks,0.222,0.286
choral,0.704,-0.42
chorale,0.524,0.519
chorally,0.625,0.667
chord,0.458,-0.212
chords,0.278,-0.188
chore,-0.188,-0.076
choreograph,0.667,0.667
choreographer,0.292,0.278
choreographic,0.417,0.667
choreography,0.624,0.5
chorizo,0.625,0.0
chortle,0.667,0.667
chorus,0.24,-0.166
chose,0.104,-0.124
chosen,0.73,-0.102
chow,0.146,-0.02
chowder,0.02,-0.352
chowtime,0.833,0.889
choy,0.533,-0.095
christ,0.562,0.02
christen,0.346,-0.288
christendom,0.63,-0.667
christener,0.75,0.476
christening,0.45,-0.236
christianity,0.852,-0.667
christians,0.583,-0.519
christmas,0.918,0.04
christmasbreak,0.684,0.28
christmaseve,0.624,-0.018
christmasspirit,0.734,0.204
christmassy,0.75,0.396
christmastime,0.674,0.176
chroma,0.222,0.0
chromate,-0.417,0.0
chromatic,-0.186,-0.174
chromatically,0.0,-0.048
chromatogram,0.0,-0.667
chromatograph,0.0,0.667
chromatographic,0.037,0.0
chromatography,-0.04,0.074
chrome,0.164,-0.254
chromite,0.0,0.0
chromium,-0.084,-0.192
chromo,0.0,-0.074
chromolithograph,0.292,-0.593
chromolithographer,0.083,0.0
chromolithographic,0.333,0.0
chromolithography,0.0,-0.083
chromosomal,0.0,-0.667
chromosome,0.0,-0.408
chromosphere,0.056,-0.5
chronic,-0.49,0.23
chronically,-0.375,0.667
chronicity,-0.417,-0.619
chronicle,-0.146,0.142
chronicler,0.667,-0.667
chronogram,0.0,-0.583
chronograph,0.0,-0.216
chronographer,0.417,0.667
chronographic,0.0,0.625
chronographically,0.0,0.0
chronologic,0.0,-0.571
chronological,0.188,-0.11
chronologically,0.0,-0.222
chronologist,0.0,0.667
chronology,0.0,-0.667
chronometer,0.583,0.5
chronometric,0.0,-0.583
chronometrical,0.042,0.583
chronometrically,0.0,0.667
chronometry,0.0,-0.593
chronoscope,0.0,0.571
chrysalis,0.296,-1.0
chub,-0.238,-0.333
chubbiness,-0.333,-0.667
chubby,0.062,-0.146
chuck,0.084,0.018
chucker,-0.667,0.667
chuckle,0.526,0.472
chucklehead,-0.714,0.625
chuckler,0.857,0.619
chug,-0.198,-0.174
chum,0.822,-0.306
chummily,1.0,-0.125
chummy,0.52,-0.16
chump,-0.25,-0.098
chunk,-0.27,-0.426
chunkily,-0.25,0.0
chunkiness,0.0,0.0
chunky,0.04,0.034
church,0.416,-0.604
churchgoer,0.625,-0.63
churchgoing,0.667,-0.63
churchless,-0.292,-0.524
churchlike,0.5,-0.708
churchman,0.593,-0.583
churchwarden,0.593,-0.667
churchwoman,0.571,-0.667
churchy,0.481,-0.583
churchyard,-0.408,-0.112
churlish,-0.708,0.63
churlishly,-0.815,0.667
churlishness,-1.0,-0.444
churn,-0.368,-0.018
chute,0.16,0.49
chutney,-0.082,-0.26
chutzpah,0.667,0.667
ciabatta,0.619,0.0
ciao,0.084,-0.148
cicada,0.0,0.708
cider,0.06,-0.308
cigar,-0.388,-0.074
cigarette,-0.562,0.056
cigarillo,-0.037,0.381
cilantro,-0.062,-0.48
cinch,-0.1,-0.02
cincher,0.0,0.037
cinder,-0.3,-0.48
cinderblock,-0.074,0.0
cinema,0.396,0.076
cinemascope,0.667,-0.037
cinematic,0.326,-0.02
cinematically,0.625,0.042
cinematize,0.625,0.63
cinematograph,0.571,0.481
cinematographer,0.584,-0.09
cinematographic,0.667,0.0
cinematographically,0.667,0.0
cinematography,0.562,0.142
cinnamon,0.2,-0.5
cipher,-0.02,-0.172
circa,0.0,-0.074
circadian,0.083,0.407
circle,-0.04,-0.42
circled,0.0,0.63
circlet,0.5,0.0
circling,0.02,0.308
circuit,0.172,-0.078
circuitous,-0.333,-0.444
circuitously,-0.292,0.542
circuitry,0.192,0.23
circular,0.124,-0.316
circularity,0.0,-0.476
circularization,0.0,0.583
circularize,0.0,0.667
circularly,0.0,0.0
circulate,0.224,-0.224
circulation,0.47,0.04
circulative,0.0,0.619
circulator,0.095,0.625
circulatory,0.184,0.15
circumcise,-0.481,0.889
circumcised,0.0,0.0
circumciser,-0.333,0.667
circumcision,-0.346,0.314
circumference,-0.084,-0.49
circumferential,0.102,-0.156
circumferentially,0.0,0.0
circumflex,0.0,0.0
circumflexion,0.0,-0.25
circumnavigate,0.667,0.667
circumnavigation,0.63,0.667
circumnavigator,0.815,0.667
circumrotation,0.0,0.667
circumscribable,0.571,-0.667
circumscribe,0.0,0.667
circumscribed,-0.27,0.078
circumscription,0.0,-0.667
circumscriptive,0.0,-0.524
circumspect,0.593,-0.667
circumspection,0.667,-0.63
circumspective,0.571,-0.667
circumspectly,0.667,-0.667
circumspectness,0.583,-0.583
circumstance,0.04,0.13
circumstanced,0.0,-0.583
circumstances,0.124,0.054
circumstantial,0.0,0.076
circumstantially,0.0,-0.476
circumstantiate,0.0,0.542
circumstantiation,0.067,-0.667
circumvent,-0.368,0.284
circumvention,0.062,0.142
circumventive,-0.556,0.571
circumventor,-0.63,0.583
circus,0.448,0.274
cirque,0.208,0.294
cirrhosis,-0.842,0.204
cirrus,-0.06,-0.098
cistern,0.082,-0.174
citable,0.6,0.167
citadel,0.17,-0.072
citation,0.14,0.098
cite,0.25,-0.092
citied,0.0,0.0
cities,0.667,0.667
citizen,0.262,-0.5
citizenry,0.714,-0.667
citizenship,0.572,-0.192
citrate,0.0,-0.593
citric,0.333,-0.583
citrine,-0.25,-0.2
citron,0.333,0.0
citronella,-0.25,0.0
citrus,-0.062,-0.264
city,0.694,0.062
cityscape,0.333,-0.667
citywide,0.184,0.018
civic,0.306,-0.52
civically,0.593,0.083
civics,0.4,-0.442
civil,0.042,-0.438
civilian,0.4,-0.542
civilians,-0.02,-0.104
civilisation,0.704,-0.19
civilised,0.963,-0.667
civility,0.52,-0.388
civilization,0.646,-0.096
civilize,0.815,0.476
civilized,0.584,-0.538
civilizer,1.0,0.667
civilly,0.5,-0.5
clack,-0.542,0.792
clacker,0.0,0.667
clad,0.166,-0.254
claim,-0.49,0.52
claimable,0.19,0.0
claimant,-0.458,0.38
claimer,0.0,0.625
claimless,-0.667,-0.889
clairvoyance,0.63,0.63
clairvoyant,0.53,0.062
clairvoyantly,0.667,0.481
clam,-0.116,-0.396
clambake,0.084,0.08
clamber,0.0,1.0
clammed,-0.333,-0.704
clamminess,-0.667,-0.667
clamming,-0.19,-0.524
clammy,-0.292,-0.12
clamor,-0.124,0.286
clamorer,-0.667,0.958
clamorous,-0.667,1.0
clamorously,-0.667,1.0
clamp,0.082,-0.224
clampdown,-0.667,0.667
clamper,-0.333,0.63
clamshell,0.0,-0.619
clan,0.124,-0.018
clandestine,-0.15,0.354
clandestinely,-0.667,0.619
clandestineness,-0.667,-0.667
clang,-0.082,0.04
clanger,-0.667,0.381
clank,-0.333,0.476
clanking,-0.667,0.667
clannish,-0.619,0.667
clanship,0.524,-0.667
clansman,0.0,0.593
clanswoman,0.0,-0.481
clap,0.558,0.462
clapboard,0.667,-0.667
clapped,0.667,-0.407
clapper,0.0,-0.542
